"","STNID","NAME","CTRY","COUNTRY_NAME","ISO2C","ISO3C","STATE","LATITUDE","LONGITUDE","ELEVATION","BEGIN","END","YEARMODA","YEAR","MONTH","DAY","YDAY","TEMP","TEMP_ATTRIBUTES","DEWP","DEWP_ATTRIBUTES","SLP","SLP_ATTRIBUTES","STP","STP_ATTRIBUTES","VISIB","VISIB_ATTRIBUTES","WDSP","WDSP_ATTRIBUTES","MXSPD","GUST","MAX","MAX_ATTRIBUTES","MIN","MIN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNDP","I_FOG","I_RAIN_DRIZZLE","I_SNOW_ICE","I_HAIL","I_THUNDER","I_TORNADO_FUNNEL","EA","ES","RH"
"8089","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2022-03-26,2022,3,26,85,10.9,24,2.5,24,NA,0,NA,0,8.4,24,3.2,24,6.7,10,17,"*",4.4,NA,0,"I",NA,0,0,0,0,0,0,0.7,1.3,56.2
"8090","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2022-03-27,2022,3,27,86,9.2,24,6.9,24,NA,0,NA,0,6.6,24,2.4,24,4.1,6,14,"*",5,NA,0,"I",NA,1,0,0,0,0,0,1,1.2,85.5
"8091","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2022-03-28,2022,3,28,87,11.2,24,4.8,24,NA,0,NA,0,9.7,24,1.2,24,3.1,6,17,"*",5,NA,0,"I",NA,0,0,0,0,0,0,0.9,1.3,64.7
"8092","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2022-03-29,2022,3,29,88,10.3,24,5.8,24,NA,0,NA,0,7.9,24,2.2,24,5.1,7,14,"*",6.6,NA,0.25,"E",NA,0,1,0,0,0,0,0.9,1.3,73.7
"8093","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2022-03-30,2022,3,30,89,7.9,24,3.2,24,NA,0,NA,0,8.4,24,2.8,24,5.7,8,11.2,"*",4.9,NA,0,"E",NA,0,1,0,0,0,0,0.8,1.1,72.2
"8094","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2022-03-31,2022,3,31,90,3.7,24,1.7,24,NA,0,NA,0,8.4,24,3.1,24,6.2,9,7,"*",1,"*",2.79,"F",NA,0,1,0,0,0,0,0.7,0.8,86.8
"8095","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2022-04-01,2022,4,1,91,0.8,24,-1,24,NA,0,NA,0,8.2,24,6,24,9.3,13,2,"*",-0.3,NA,2.03,"E",NA,0,1,1,0,0,0,0.6,0.6,87.8
"8096","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2022-04-02,2022,4,2,92,1.8,24,-3.8,24,NA,0,NA,0,11.3,24,5,24,8,12,5,"*",-1,"*",0,"E",NA,0,1,0,0,0,0,0.5,0.7,66.4
"8097","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2022-04-03,2022,4,3,93,2.5,24,-3.9,24,NA,0,NA,0,10.5,24,1.9,24,4.1,7,7.1,"*",-3.1,NA,0.25,"E",NA,0,1,0,0,0,0,0.5,0.7,62.7
"8098","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2022-04-04,2022,4,4,94,4.3,24,2.1,24,NA,0,NA,0,7.4,24,8.6,24,12.4,19,8,"*",0.7,NA,1.02,"E",NA,0,1,0,0,0,0,0.7,0.8,85.6
"8099","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2022-04-05,2022,4,5,95,10.2,24,8.4,24,NA,0,NA,0,7.7,24,6.3,24,8.8,14,13,"*",5.5,NA,1.02,"E",10.2,0,1,0,0,0,0,1.1,1.2,88.6
"8100","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2022-04-06,2022,4,6,96,9.3,24,5.6,24,NA,0,NA,0,10.6,24,8.3,24,11.8,16,11.1,"*",7.7,NA,NA,NA,NA,0,1,0,0,0,0,0.9,1.2,77.7
"8101","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2022-04-07,2022,4,7,97,9.9,24,4.5,24,NA,0,NA,0,10.6,24,11.3,24,15,23,12.5,"*",6,"*",NA,NA,NA,0,1,0,0,0,0,0.8,1.2,69.1
"8102","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2022-04-08,2022,4,8,98,5.8,24,1.2,24,NA,0,NA,0,10.5,24,2.8,24,6,19,7.2,"*",2,"*",0,"I",NA,0,0,0,0,0,0,0.7,0.9,72.3
"8103","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2022-04-09,2022,4,9,99,5.2,24,-0.1,24,NA,0,NA,0,10.5,24,4.2,24,7.7,12,10,"*",1.8,NA,NA,NA,NA,0,1,0,0,0,0,0.6,0.9,68.6
"8104","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2022-04-10,2022,4,10,100,6.9,24,-0.2,24,NA,0,NA,0,10.5,24,1.6,24,3.1,12,11,"*",1,"*",0,"I",NA,0,0,0,0,0,0,0.6,1,60.6
"8105","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2022-04-11,2022,4,11,101,10.8,24,0.7,24,NA,0,NA,0,10.5,24,3.1,24,5.7,10.8,17,"*",4.2,NA,0,"I",NA,0,0,0,0,0,0,0.6,1.3,49.7
"8106","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2022-04-12,2022,4,12,102,13.9,24,5.2,24,NA,0,NA,0,10.8,24,3.3,24,6.2,9,21,"*",5,"*",0,"I",NA,0,0,0,0,0,0,0.9,1.6,55.8
"8107","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2022-04-13,2022,4,13,103,13,24,10.1,24,NA,0,NA,0,10,24,1.6,24,3.1,5,15,"*",11.4,NA,NA,NA,NA,0,1,0,0,0,0,1.2,1.5,82.6
"8108","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2022-04-14,2022,4,14,104,13.3,24,9.4,24,NA,0,NA,0,7.2,24,1.7,24,4.1,8,18.2,"*",9.5,NA,0,"I",NA,1,0,0,0,0,0,1.2,1.5,77.2
"8109","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2022-04-15,2022,4,15,105,11,24,7.7,24,NA,0,NA,0,7.7,24,2.4,24,4.6,7,16,"*",6,"*",0,"I",NA,0,0,0,0,0,0,1,1.3,80.1
"8110","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2022-04-16,2022,4,16,106,10.5,24,4.1,24,NA,0,NA,0,8.2,24,3.7,24,6.2,9,16,NA,3.7,NA,0,"I",NA,0,0,0,0,0,0,0.8,1.3,64.6
"8111","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2022-04-17,2022,4,17,107,11.8,24,-0.6,24,NA,0,NA,0,10.5,24,2.5,24,4.1,NA,19,"*",3,NA,0,"I",NA,0,0,0,0,0,0,0.6,1.4,42.3
"8112","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2022-04-18,2022,4,18,108,12.7,24,-0.2,24,NA,0,NA,0,10.5,24,1.3,24,3.1,NA,18,"*",3.4,NA,0,"I",NA,0,0,0,0,0,0,0.6,1.5,41.1
"8113","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2022-04-19,2022,4,19,109,12.4,24,3.3,24,NA,0,NA,0,10,24,2.6,24,5.1,NA,18.1,NA,5.9,NA,0,"I",NA,0,0,0,0,0,0,0.8,1.4,53.8
"8114","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2022-04-20,2022,4,20,110,11.2,24,1.8,24,NA,0,NA,0,10.5,24,3.9,24,7.2,NA,16.3,NA,6,NA,0,"I",NA,0,0,0,0,0,0,0.7,1.3,52.4
"8115","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2022-04-21,2022,4,21,111,11.9,24,3.6,24,NA,0,NA,0,10.5,24,4.4,24,8.2,12.9,17.5,NA,5.6,NA,0,"I",NA,0,0,0,0,0,0,0.8,1.4,56.8
"8116","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2022-04-22,2022,4,22,112,11.1,24,5.6,24,NA,0,NA,0,10.5,24,4.7,24,7.2,NA,16.2,NA,6,NA,0,"I",NA,0,0,0,0,0,0,0.9,1.3,68.9
"8117","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2022-04-23,2022,4,23,113,12.9,24,6.6,24,NA,0,NA,0,10.1,24,5.3,24,8,NA,18.1,NA,8,"*",0,"I",NA,0,0,0,0,0,0,1,1.5,65.5
"8118","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2022-04-24,2022,4,24,114,12.4,24,3.9,24,NA,0,NA,0,10.3,24,4.4,24,6.2,NA,18.1,NA,7,NA,0,"I",NA,0,0,0,0,0,0,0.8,1.4,56.1
"8119","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2022-04-25,2022,4,25,115,8.1,24,5.4,24,NA,0,NA,0,8.4,24,2.4,24,5.1,NA,13,NA,4.2,NA,5.08,"F",NA,0,1,0,0,0,0,0.9,1.1,83.1
"8120","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2022-04-26,2022,4,26,116,9,24,4.9,24,NA,0,NA,0,8.4,24,3.2,24,6,10.3,13.3,NA,5,"*",9.14,"F",NA,0,1,0,0,0,0,0.9,1.1,75.5
"8121","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2022-04-27,2022,4,27,117,9.2,24,3.8,24,NA,0,NA,0,9.8,24,2.5,24,4.1,NA,15.4,NA,3,"*",0,"I",NA,0,0,0,0,0,0,0.8,1.2,69
"8122","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2022-04-28,2022,4,28,118,10.6,24,4.6,24,NA,0,NA,0,10.3,24,2.8,24,4.6,NA,17.4,NA,3.3,NA,0,"I",NA,0,0,0,0,0,0,0.8,1.3,66.4
"8123","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2022-04-29,2022,4,29,119,9.8,24,5.8,24,NA,0,NA,0,10.1,24,2.5,24,4.1,NA,14,NA,5,"*",0,"I",NA,0,0,0,0,0,0,0.9,1.2,76.2
"8124","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2022-04-30,2022,4,30,120,7.5,24,3.4,24,NA,0,NA,0,10.1,24,3.2,24,5.1,NA,12.4,NA,2.2,NA,0,"I",NA,0,0,0,0,0,0,0.8,1,75.2
"8125","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2022-05-01,2022,5,1,121,9.5,24,3.7,24,NA,0,NA,0,8.5,24,1.2,24,2.1,NA,14.3,NA,3.5,NA,0,"I",NA,0,0,0,0,0,0,0.8,1.2,67.1
"8126","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2022-05-02,2022,5,2,122,11.8,24,3.8,24,NA,0,NA,0,10.3,24,2.4,24,4.1,NA,18.1,NA,5,"*",0,"I",NA,0,0,0,0,0,0,0.8,1.4,58
"8127","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2022-05-03,2022,5,3,123,10.7,22,5.3,22,NA,0,NA,0,9.8,22,2.7,22,4.6,NA,17.9,NA,5.5,NA,0,"I",NA,0,0,0,0,0,0,0.9,1.3,69.3
"8128","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2022-05-04,2022,5,4,124,11.3,24,6.2,24,NA,0,NA,0,9.3,24,1.6,24,4.1,NA,17,"*",5,"*",0,"I",NA,0,0,0,0,0,0,0.9,1.3,70.8
"8129","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2022-05-05,2022,5,5,125,12.1,22,8.8,22,NA,0,NA,0,8.5,22,1.9,22,4.1,NA,18,"*",9,"*",NA,NA,NA,0,1,0,0,0,0,1.1,1.4,80.3
"8130","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2022-05-06,2022,5,6,126,13.3,24,8.8,24,NA,0,NA,0,5.3,24,0.9,24,3.1,NA,20.2,NA,7.6,NA,0.51,"E",NA,1,1,0,0,0,0,1.1,1.5,74.2
"8131","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2022-05-07,2022,5,7,127,14.6,24,10.1,24,NA,0,NA,0,10,24,2.5,24,4.1,NA,20,"*",10.4,NA,0.25,"F",NA,0,1,0,0,0,0,1.2,1.7,74.4
"8132","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2022-05-08,2022,5,8,128,13.3,24,7.7,24,NA,0,NA,0,8.9,24,3,24,5,NA,19,"*",8.6,NA,0,"I",NA,0,0,0,0,0,0,1,1.5,68.9
"8133","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2022-05-09,2022,5,9,129,16.7,24,7.8,24,NA,0,NA,0,10.5,24,1.5,24,3.6,NA,24.2,NA,7,NA,0,"I",NA,0,0,0,0,0,0,1.1,1.9,55.7
"8134","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2022-05-10,2022,5,10,130,18.9,24,9.9,24,NA,0,NA,0,10.3,24,4.3,24,9,NA,24.5,NA,13.6,NA,0,"I",NA,0,0,0,0,0,0,1.2,2.2,55.9
"8135","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2022-05-11,2022,5,11,131,17.9,24,9.9,24,NA,0,NA,0,10.3,24,5.1,24,8.8,10.3,23.8,NA,12.6,NA,NA,NA,NA,0,1,0,0,0,0,1.2,2,59.5
"8136","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2022-05-12,2022,5,12,132,14.8,20,8.3,20,NA,0,NA,0,10.3,20,3.5,20,5.1,NA,19,NA,10,"*",2.03,"E",NA,0,0,0,0,0,0,1.1,1.7,65.1
"8137","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2022-05-13,2022,5,13,133,13.4,24,6.9,24,NA,0,NA,0,10.5,24,4.4,24,7.2,NA,18,"*",7.8,NA,0,"I",NA,0,0,0,0,0,0,1,1.5,64.8
"8138","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2022-05-14,2022,5,14,134,15.6,24,8.1,24,NA,0,NA,0,10.8,24,1.7,24,3.6,NA,22.2,NA,7.8,NA,0,"I",NA,0,0,0,0,0,0,1.1,1.8,61
"8139","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2022-05-15,2022,5,15,135,18.8,24,9.3,24,NA,0,NA,0,10.3,24,2.8,24,4.1,NA,26.1,NA,10.2,NA,0,"I",NA,0,0,0,0,0,0,1.2,2.2,54
"8140","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2022-05-16,2022,5,16,136,19.3,24,11.7,24,NA,0,NA,0,10.5,24,3.9,24,7.7,NA,22.1,NA,15,"*",0.25,"E",NA,0,1,0,0,0,0,1.4,2.2,61.4
"8141","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2022-05-17,2022,5,17,137,20.9,24,10.7,24,NA,0,NA,0,10.5,24,2.4,24,6.2,NA,27.3,NA,15.1,NA,0,"E",NA,0,0,0,0,0,0,1.3,2.5,52.1
"8142","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2022-05-18,2022,5,18,138,21.6,24,13.2,24,NA,0,NA,0,10.5,24,1.8,24,4.1,NA,26.6,NA,15.9,NA,0,"I",NA,0,0,0,0,0,0,1.5,2.6,58.8
"8143","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2022-05-19,2022,5,19,139,19.7,19,14.6,19,NA,0,NA,0,9.5,19,3.5,19,10.3,15.4,26.5,NA,13.9,"*",0,"E",NA,0,1,0,0,1,0,1.7,2.3,72.4
"8144","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2022-05-20,2022,5,20,140,14.9,24,13.1,24,NA,0,NA,0,6.8,24,3.8,24,10.3,23.2,20.2,NA,10.9,"*",4.06,"E",NA,0,1,0,0,1,0,1.5,1.7,89
"8145","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2022-05-21,2022,5,21,141,14.8,24,9.2,24,NA,0,NA,0,10.3,24,3.8,24,6.2,NA,20,"*",9.8,NA,0,"I",NA,0,0,0,0,0,0,1.2,1.7,69.2
"8146","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2022-05-22,2022,5,22,142,16.9,24,10.4,24,NA,0,NA,0,10.3,24,1.1,24,2.6,NA,22.2,NA,9,"*",0,"I",NA,0,0,0,0,0,0,1.3,1.9,65.5
"8147","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2022-05-23,2022,5,23,143,16.7,24,13,24,NA,0,NA,0,9.2,24,3.3,24,7.7,12.9,23.1,NA,12,"*",0,"H",NA,0,1,0,0,1,0,1.5,1.9,78.8
"8148","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2022-05-24,2022,5,24,144,12.4,24,9.2,24,NA,0,NA,0,9.7,24,4.9,24,9.8,13.4,17,"*",9.9,"*",5.33,"F",NA,0,1,0,0,0,0,1.2,1.4,80.8
"8149","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2022-05-25,2022,5,25,145,13.6,24,8.1,24,NA,0,NA,0,10.5,24,5.4,24,8.2,NA,18.5,NA,8,NA,0,"E",NA,0,1,0,0,0,0,1.1,1.6,69.4
"8150","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2022-05-26,2022,5,26,146,15.6,24,10.9,24,NA,0,NA,0,10.8,24,6.3,24,9.3,NA,20.2,NA,13,"*",0,"I",NA,0,0,0,0,0,0,1.3,1.8,73.6
"8151","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2022-05-27,2022,5,27,147,14.5,24,8.6,24,NA,0,NA,0,9.7,24,4.6,24,7,11.3,20,"*",10,"*",1.27,"F",NA,0,1,0,0,0,0,1.1,1.6,67.7
"8152","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2022-05-28,2022,5,28,148,12.3,24,4.9,24,NA,0,NA,0,10.3,24,3.7,24,6.7,NA,18.3,NA,6,"*",0,"E",NA,0,0,0,0,0,0,0.9,1.4,60.6
"8153","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2022-05-29,2022,5,29,149,9.4,24,6.1,24,NA,0,NA,0,10.3,24,2.5,24,6.2,NA,15,"*",5,"*",2.03,"E",NA,0,1,0,0,0,0,0.9,1.2,79.9
"8154","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2022-05-30,2022,5,30,150,10.9,24,4.6,24,NA,0,NA,0,9.8,24,1.3,24,2.6,NA,16,NA,4.3,NA,0,"E",NA,0,1,0,0,0,0,0.8,1.3,65.1
"8155","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2022-05-31,2022,5,31,151,13.6,24,5.8,24,NA,0,NA,0,10.3,24,2.6,24,7.7,NA,19.1,NA,9,NA,0,"I",NA,0,0,0,0,0,0,0.9,1.6,59.3
"8156","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2022-06-01,2022,6,1,152,12.6,24,6.3,24,NA,0,NA,0,10.5,24,3.4,24,6.2,NA,18.2,NA,7.4,NA,0,"E",NA,0,1,0,0,0,0,1,1.5,65.5
"8157","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2022-06-02,2022,6,2,153,14.2,24,6.7,24,NA,0,NA,0,9.7,24,2.3,24,4.1,NA,20.3,NA,7,"*",0,"E",NA,0,0,0,0,0,0,1,1.6,60.6
"8158","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2022-06-03,2022,6,3,154,17.7,24,8.6,24,NA,0,NA,0,10.3,24,2.8,24,5.1,NA,23.4,NA,9.5,NA,0,"I",NA,0,0,0,0,0,0,1.1,2,55.2
"8159","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2022-06-04,2022,6,4,155,19.1,24,11.6,24,NA,0,NA,0,10.3,24,4.1,24,5.7,NA,25.2,NA,13.5,NA,0,"E",NA,0,1,0,0,0,0,1.4,2.2,61.8
"8160","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2022-06-05,2022,6,5,156,16.8,24,15.8,24,NA,0,NA,0,6.4,24,3.5,24,6.7,NA,20,"*",14,"*",8.89,"F",NA,0,1,0,0,0,0,1.8,1.9,93.8
"8161","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2022-06-06,2022,6,6,157,15.5,24,10.2,24,NA,0,NA,0,9.5,24,5.8,24,10,NA,19.4,NA,11.6,NA,0,"E",NA,0,1,0,0,0,0,1.2,1.8,70.7
"8162","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2022-06-07,2022,6,7,158,14.9,24,12.3,24,NA,0,NA,0,10,24,2.8,24,5.7,NA,18.4,NA,10.9,NA,3.05,"F",NA,0,1,0,0,0,0,1.4,1.7,84.4
"8163","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2022-06-08,2022,6,8,159,14.7,24,12.7,24,NA,0,NA,0,9.5,24,4.4,24,7.2,NA,18.7,NA,13,"*",11.94,"F",NA,0,1,0,0,0,0,1.5,1.7,87.8
"8164","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2022-06-09,2022,6,9,160,15.6,24,10.9,24,NA,0,NA,0,10.1,24,3.7,24,6.7,NA,20.8,NA,11.6,NA,0.51,"E",NA,0,1,0,0,0,0,1.3,1.8,73.6
"8165","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2022-06-10,2022,6,10,161,18.5,24,12.4,24,NA,0,NA,0,10.3,24,4.3,24,7.2,12.4,23,NA,14,"*",0,"I",NA,0,0,0,0,0,0,1.4,2.1,67.6
"8166","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2022-06-11,2022,6,11,162,18.7,24,12.2,24,NA,0,NA,0,10.3,24,2.8,24,5.1,NA,23.7,NA,14,"*",0,"I",NA,0,0,0,0,0,0,1.4,2.2,65.9
"8167","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2022-06-12,2022,6,12,163,16.6,24,9.3,24,NA,0,NA,0,10.3,24,2.8,24,4.6,NA,22.5,NA,10.8,NA,0,"I",NA,0,0,0,0,0,0,1.2,1.9,62
"8168","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2022-06-13,2022,6,13,164,14.9,24,8,24,NA,0,NA,0,10.3,24,3.3,24,5.7,NA,19.6,NA,10.8,NA,0,"I",NA,0,0,0,0,0,0,1.1,1.7,63.4
"8169","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2022-06-14,2022,6,14,165,15.7,24,7.6,24,NA,0,NA,0,11.3,24,2,24,3.1,NA,21,NA,8.6,NA,0,"E",NA,0,0,0,0,0,0,1,1.8,58.6
"8170","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2022-06-15,2022,6,15,166,19.1,24,10.6,24,NA,0,NA,0,10.3,24,1.7,24,4.6,NA,26.3,NA,11,"*",0.51,"E",NA,0,0,0,0,0,0,1.3,2.2,57.8
"8171","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2022-06-16,2022,6,16,167,19.2,24,10.4,24,NA,0,NA,0,10.8,24,2.2,24,3.6,NA,24.2,NA,13,NA,NA,NA,NA,0,1,0,0,0,0,1.3,2.2,56.7
"8172","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2022-06-17,2022,6,17,168,23.3,24,11.8,24,NA,0,NA,0,10.1,24,3.1,24,5.1,NA,30,"*",16.8,NA,0,"E",NA,0,0,0,0,0,0,1.4,2.9,48.4
"8173","064580-99999","BEAUVECHAIN","BE","BELGIUM","BE","BEL","",50.759,4.768,112.77,19730101,20240909,2022-06-18,2022,6,18,169,26.1,24,16.2,24,NA,0,NA,0,10.1,24,2.9,24,5.1,NA,33.4,NA,19,"*",0,"I",NA,0,0,0,0,0,0,1.8,3.4,54.5
